"subject"	"activity"	"axial"	"stats"	"tBodyAcc"	"tGravityAcc"	"tBodyGyro"
6	"WALKING_UPSTAIRS"	"X"	"std"	-0.0501350188513725	-0.959399425098039	-0.321973723647059
7	"WALKING_UPSTAIRS"	"X"	"std"	-0.29487297445098	-0.932823053333333	-0.363853236862745
8	"WALKING_UPSTAIRS"	"X"	"std"	-0.171712174634146	-0.926673287804878	-0.367428367219512
9	"WALKING_UPSTAIRS"	"X"	"std"	-0.36144437755102	-0.954383557142857	-0.343976630734694
10	"WALKING_UPSTAIRS"	"X"	"std"	-0.161591924234043	-0.959216072340425	-0.308534708121277
11	"WALKING_UPSTAIRS"	"X"	"std"	-0.238802959018519	-0.953463105740741	-0.501331630185185
12	"WALKING_UPSTAIRS"	"X"	"std"	-0.290149192307692	-0.960246289807692	-0.526659296134615
13	"WALKING_UPSTAIRS"	"X"	"std"	-0.296284597454545	-0.946441502363636	-0.541066687090909
14	"WALKING_UPSTAIRS"	"X"	"std"	-0.309396717592593	-0.928523640925926	-0.454283337592593
15	"WALKING_UPSTAIRS"	"X"	"std"	-0.0260971840270833	-0.952562395625	-0.415251317916667
16	"WALKING_UPSTAIRS"	"X"	"std"	-0.397083831568627	-0.948413552745098	-0.508087166666667
17	"WALKING_UPSTAIRS"	"X"	"std"	-0.062952754100625	-0.949460372291667	-0.496562732729167
18	"WALKING_UPSTAIRS"	"X"	"std"	-0.380168286724138	-0.961738807068966	-0.593841504137931
19	"WALKING_UPSTAIRS"	"X"	"std"	-0.1287420952375	-0.916495992	-0.4068000325
20	"WALKING_UPSTAIRS"	"X"	"std"	-0.116088676011765	-0.931405014313725	-0.492701193921569
21	"WALKING_UPSTAIRS"	"X"	"std"	-0.240808282276596	-0.940911635531915	-0.53190941893617
22	"WALKING_UPSTAIRS"	"X"	"std"	0.0835738640921429	-0.94063384047619	-0.301491709628571
23	"WALKING_UPSTAIRS"	"X"	"std"	-0.243887818513725	-0.933344481568627	-0.550664576666667
24	"WALKING_UPSTAIRS"	"X"	"std"	-0.344399351355932	-0.962190567457627	-0.577426408813559
25	"WALKING_UPSTAIRS"	"X"	"std"	-0.459775646153846	-0.950878450307692	-0.489011794784615
26	"WALKING_UPSTAIRS"	"X"	"std"	-0.169006952418182	-0.962011392181818	-0.550274396
27	"WALKING_UPSTAIRS"	"X"	"std"	-0.295439547254902	-0.956433874705882	-0.562461004705882
28	"WALKING_UPSTAIRS"	"X"	"std"	-0.242062430294118	-0.944697800196078	-0.518818227843137
29	"WALKING_UPSTAIRS"	"X"	"std"	-0.0867715569693878	-0.954189013061225	-0.323904731622449
30	"WALKING_UPSTAIRS"	"X"	"std"	-0.350504475230769	-0.954033624307692	-0.493837520761538
1	"WALKING_DOWNSTAIRS"	"X"	"std"	0.0300353383483878	-0.950559811632653	-0.458030542938775
2	"WALKING_DOWNSTAIRS"	"X"	"std"	0.0463666814446808	-0.940361759574468	-0.320789230008511
3	"WALKING_DOWNSTAIRS"	"X"	"std"	-0.0574100475102041	-0.950061129591837	-0.261653414014286
4	"WALKING_DOWNSTAIRS"	"X"	"std"	0.0111935496222222	-0.955258881333333	-0.370244695288889
5	"WALKING_DOWNSTAIRS"	"X"	"std"	0.275046110468085	-0.950490938510638	-0.46064684487234
6	"WALKING_DOWNSTAIRS"	"X"	"std"	0.383681639791667	-0.9544062675	-0.19830385328125
7	"WALKING_DOWNSTAIRS"	"X"	"std"	0.0660815600978723	-0.964875962978723	-0.407744096
8	"WALKING_DOWNSTAIRS"	"X"	"std"	0.0241393473736842	-0.945766561578947	-0.258430885531579
9	"WALKING_DOWNSTAIRS"	"X"	"std"	0.213392270547619	-0.952141220714286	-0.396429197952381
10	"WALKING_DOWNSTAIRS"	"X"	"std"	0.295733547631579	-0.939267613157895	-0.304745377026316
11	"WALKING_DOWNSTAIRS"	"X"	"std"	0.142456557034783	-0.954497498695652	-0.374069023580435
12	"WALKING_DOWNSTAIRS"	"X"	"std"	0.0424084916086956	-0.959504017391304	-0.362143061643478
13	"WALKING_DOWNSTAIRS"	"X"	"std"	-0.0681563626617021	-0.952643084042553	-0.417014161553191
14	"WALKING_DOWNSTAIRS"	"X"	"std"	0.0178313402266667	-0.919098794	-0.354551638377778
15	"WALKING_DOWNSTAIRS"	"X"	"std"	0.406471051190476	-0.942806478333333	-0.318692525928571
16	"WALKING_DOWNSTAIRS"	"X"	"std"	0.207251997929787	-0.957785118085106	-0.45418847106383
17	"WALKING_DOWNSTAIRS"	"X"	"std"	0.187719760269565	-0.950026242173913	-0.370436868891304
18	"WALKING_DOWNSTAIRS"	"X"	"std"	-0.302634565090909	-0.960404874545455	-0.502473033509091
19	"WALKING_DOWNSTAIRS"	"X"	"std"	0.626917070512821	-0.899726139487179	0.267657219333333
20	"WALKING_DOWNSTAIRS"	"X"	"std"	0.0745098785288889	-0.940458075111111	-0.204939567711111
21	"WALKING_DOWNSTAIRS"	"X"	"std"	0.224343492244444	-0.940194827777778	-0.442148617666667
22	"WALKING_DOWNSTAIRS"	"X"	"std"	0.348618168333333	-0.941242334722222	-0.237349190997222
23	"WALKING_DOWNSTAIRS"	"X"	"std"	0.0441392843425926	-0.950790837407407	-0.416133032777778
24	"WALKING_DOWNSTAIRS"	"X"	"std"	-0.08273248054	-0.961845327454545	-0.431919067945455
25	"WALKING_DOWNSTAIRS"	"X"	"std"	-0.253756934258621	-0.964470066724138	-0.288824754586207
26	"WALKING_DOWNSTAIRS"	"X"	"std"	0.17395384962	-0.9627219918	-0.33131291446
27	"WALKING_DOWNSTAIRS"	"X"	"std"	0.167407531090909	-0.946975165	-0.363722908386364
28	"WALKING_DOWNSTAIRS"	"X"	"std"	0.125712887943478	-0.956921542391304	-0.268106330991304
29	"WALKING_DOWNSTAIRS"	"X"	"std"	0.167383602458333	-0.9417361925	-0.282077257508333
30	"WALKING_DOWNSTAIRS"	"X"	"std"	-0.0577703163548387	-0.958890388709677	-0.265923160895161
1	"SITTING"	"X"	"std"	-0.977229008297872	-0.968457145744681	-0.977211283191489
2	"SITTING"	"X"	"std"	-0.986822279565217	-0.979988760869565	-0.985742027826087
3	"SITTING"	"X"	"std"	-0.971010120961538	-0.957324457884615	-0.965434768461538
4	"SITTING"	"X"	"std"	-0.980309931	-0.9814052948	-0.9701317904
5	"SITTING"	"X"	"std"	-0.980945022045455	-0.983137541590909	-0.966225485
6	"SITTING"	"X"	"std"	-0.980164933636364	-0.988872369272727	-0.957367681818182
7	"SITTING"	"X"	"std"	-0.972668374583333	-0.957082433333333	-0.941870953333333
8	"SITTING"	"X"	"std"	-0.979026152391304	-0.966757967173913	-0.984524052826087
9	"SITTING"	"X"	"std"	-0.9572277914	-0.9552804062	-0.9590200492
10	"SITTING"	"X"	"std"	-0.982901825925926	-0.973128354074074	-0.988873097222222
11	"SITTING"	"X"	"std"	-0.982796562075472	-0.988069341132075	-0.988164911509434
12	"SITTING"	"X"	"std"	-0.982568781960784	-0.985203642352941	-0.974425351960784
13	"SITTING"	"X"	"std"	-0.989546275306122	-0.981379112653061	-0.985844263265306
14	"SITTING"	"X"	"std"	-0.976302248148148	-0.976280399444444	-0.980829981481481
15	"SITTING"	"X"	"std"	-0.987084356101695	-0.982620883728814	-0.988204115254237
16	"SITTING"	"X"	"std"	-0.986825605362319	-0.980158243333333	-0.981037373333333
17	"SITTING"	"X"	"std"	-0.9944439053125	-0.99019661703125	-0.98963832578125
18	"SITTING"	"X"	"std"	-0.994347988596491	-0.994043771403509	-0.991956958947368
19	"SITTING"	"X"	"std"	-0.976357663013699	-0.969355010136986	-0.984625306849315
20	"SITTING"	"X"	"std"	-0.983081858939394	-0.985829034393939	-0.976309017121212
21	"SITTING"	"X"	"std"	-0.991777287176471	-0.992936404470588	-0.988410501294118
22	"SITTING"	"X"	"std"	-0.978466823709677	-0.972009988709677	-0.981099172419355
23	"SITTING"	"X"	"std"	-0.987607636617647	-0.984536722205882	-0.980363734264706
24	"SITTING"	"X"	"std"	-0.990593766617647	-0.989660149852941	-0.988111648676471
25	"SITTING"	"X"	"std"	-0.991892828615385	-0.988879980615385	-0.989907584153846
26	"SITTING"	"X"	"std"	-0.979768987948718	-0.965082925641026	-0.991027700512821
27	"SITTING"	"X"	"std"	-0.988580107714286	-0.982445738	-0.988492425142857
28	"SITTING"	"X"	"std"	-0.983272806805556	-0.989132499583333	-0.979671983472222
29	"SITTING"	"X"	"std"	-0.9907450195	-0.984679151833333	-0.990178704833333
30	"SITTING"	"X"	"std"	-0.983622744193548	-0.978364712258065	-0.988132669516129
1	"STANDING"	"X"	"std"	-0.995759901509434	-0.99376298509434	-0.987191946603774
2	"STANDING"	"X"	"std"	-0.987271889259259	-0.986685818703704	-0.972998629814815
3	"STANDING"	"X"	"std"	-0.96674254295082	-0.982020428032787	-0.900462227540984
4	"STANDING"	"X"	"std"	-0.97692058	-0.972908355892857	-0.909687974464286
5	"STANDING"	"X"	"std"	-0.968591815714286	-0.974088206071429	-0.910395222321429
6	"STANDING"	"X"	"std"	-0.981758159649123	-0.985583066842105	-0.947561298596491
7	"STANDING"	"X"	"std"	-0.979307570377358	-0.987917503962264	-0.945247687358491
8	"STANDING"	"X"	"std"	-0.988815418148148	-0.987690217222222	-0.972990379814815
9	"STANDING"	"X"	"std"	-0.975741252444444	-0.989103160444444	-0.921990612
10	"STANDING"	"X"	"std"	-0.978403481818182	-0.991259485	-0.929895057954545
11	"STANDING"	"X"	"std"	-0.994978878723404	-0.994529398085106	-0.980242494680851
12	"STANDING"	"X"	"std"	-0.981243992459016	-0.985314210491803	-0.883655251803279
13	"STANDING"	"X"	"std"	-0.991020759298246	-0.992232401754386	-0.955577395789474
14	"STANDING"	"X"	"std"	-0.973268905	-0.972005366333333	-0.9610917615
15	"STANDING"	"X"	"std"	-0.988949247358491	-0.988432084716981	-0.947790802075472
16	"STANDING"	"X"	"std"	-0.989076811794872	-0.985359689871795	-0.973400107564103
17	"STANDING"	"X"	"std"	-0.991163919871795	-0.985751365769231	-0.981373082948718
18	"STANDING"	"X"	"std"	-0.992019762739726	-0.994270075205479	-0.962254249589041
19	"STANDING"	"X"	"std"	-0.989910996849315	-0.992411542465753	-0.946109711917808
20	"STANDING"	"X"	"std"	-0.967209961232877	-0.981916942054795	-0.886749172739726
21	"STANDING"	"X"	"std"	-0.981419961123596	-0.982906668876405	-0.962514526067416
22	"STANDING"	"X"	"std"	-0.985000527142857	-0.992827298253968	-0.917837043333333
23	"STANDING"	"X"	"std"	-0.985421519558824	-0.984610385	-0.942011240294118
24	"STANDING"	"X"	"std"	-0.98725587115942	-0.992197591884058	-0.960738660289855
25	"STANDING"	"X"	"std"	-0.991970126756757	-0.993148267702703	-0.971357421216216
26	"STANDING"	"X"	"std"	-0.993069368783784	-0.992678782162162	-0.973785111216216
27	"STANDING"	"X"	"std"	-0.9919515835	-0.994012162875	-0.9699020075
28	"STANDING"	"X"	"std"	-0.977748638607595	-0.990059426582279	-0.884032232405063
29	"STANDING"	"X"	"std"	-0.996068635384615	-0.996764227384615	-0.977994819846154
30	"STANDING"	"X"	"std"	-0.977559426949153	-0.996420919152542	-0.911408517966102
1	"LAYING"	"X"	"std"	-0.9280564692	-0.8968300184	-0.87354386782
2	"LAYING"	"X"	"std"	-0.974059464791667	-0.959014441458333	-0.988275232916667
3	"LAYING"	"X"	"std"	-0.982776639193548	-0.982512193064516	-0.974545752096774
4	"LAYING"	"X"	"std"	-0.954193738888889	-0.921199965925926	-0.973102422222222
5	"LAYING"	"X"	"std"	-0.965934509615385	-0.945695336153846	-0.979498706538461
6	"LAYING"	"X"	"std"	-0.934049422052632	-0.887746310350877	-0.955378225087719
7	"LAYING"	"X"	"std"	-0.93651361	-0.914221270096154	-0.9601268225
8	"LAYING"	"X"	"std"	-0.94304121537037	-0.918873192333333	-0.965204017592593
9	"LAYING"	"X"	"std"	-0.94233309	-0.9218210626	-0.9422465098
10	"LAYING"	"X"	"std"	-0.968283685	-0.954531941896552	-0.961713199827586
11	"LAYING"	"X"	"std"	-0.98477733	-0.97956560245614	-0.980836884561403
12	"LAYING"	"X"	"std"	-0.95531868	-0.936458309333333	-0.966090742
13	"LAYING"	"X"	"std"	-0.968891989354839	-0.957875244677419	-0.972143470322581
14	"LAYING"	"X"	"std"	-0.917501887333333	-0.862136937254902	-0.957221015098039
15	"LAYING"	"X"	"std"	-0.972255551527778	-0.961509742916667	-0.957167680694444
16	"LAYING"	"X"	"std"	-0.973691429428571	-0.963761977857143	-0.977010769857143
17	"LAYING"	"X"	"std"	-0.972960567323944	-0.961063222394366	-0.975893061830986
18	"LAYING"	"X"	"std"	-0.984527649230769	-0.982715987538462	-0.992872598
19	"LAYING"	"X"	"std"	-0.965019579518072	-0.958959611084337	-0.981357611445783
20	"LAYING"	"X"	"std"	-0.962249114705882	-0.928674215147059	-0.984477414264706
21	"LAYING"	"X"	"std"	-0.955019866222222	-0.945905270555556	-0.975411857555556
22	"LAYING"	"X"	"std"	-0.947735251944444	-0.928781249027778	-0.956641905833333
23	"LAYING"	"X"	"std"	-0.956756363194444	-0.947948758194444	-0.981849400972222
24	"LAYING"	"X"	"std"	-0.967984021111111	-0.960412164305556	-0.982651720138889
25	"LAYING"	"X"	"std"	-0.909116474109589	-0.829554947808219	-0.889769639726027
26	"LAYING"	"X"	"std"	-0.969445445263158	-0.944472488552632	-0.990328197763158
27	"LAYING"	"X"	"std"	-0.978455153108108	-0.971183862702703	-0.988837212162162
28	"LAYING"	"X"	"std"	-0.9688882955	-0.970599089375	-0.95516227975
29	"LAYING"	"X"	"std"	-0.984219555507246	-0.972939889855073	-0.994276591304348
30	"LAYING"	"X"	"std"	-0.976362515428571	-0.979563942714286	-0.973662822428571
1	"WALKING"	"Y"	"std"	0.114461336747368	-0.971305961473684	-0.0546077686594737
2	"WALKING"	"Y"	"std"	-0.0780912533118644	-0.972116879661017	-0.53845366779661
3	"WALKING"	"Y"	"std"	-0.0699140652103448	-0.962355639482759	-0.563793260172414
4	"WALKING"	"Y"	"std"	-0.0788267367683333	-0.967963221	-0.665394092833333
5	"WALKING"	"Y"	"std"	0.0767484028053571	-0.961585474821429	-0.504622029821429
6	"WALKING"	"Y"	"std"	0.164213884996491	-0.964248568070175	-0.331702267894737
7	"WALKING"	"Y"	"std"	-0.0772618561052631	-0.969404155087719	-0.23109830545614
8	"WALKING"	"Y"	"std"	0.380782052708333	-0.956781505625	-0.2119972775
9	"WALKING"	"Y"	"std"	-0.201696960826923	-0.971242423076923	-0.467054167884615
10	"WALKING"	"Y"	"std"	-0.0227431651698113	-0.971114719811321	-0.250853318679245
11	"WALKING"	"Y"	"std"	-0.0522120750440678	-0.966240553559322	-0.499625287288136
12	"WALKING"	"Y"	"std"	-0.122783290008	-0.9646191738	-0.4494013978
13	"WALKING"	"Y"	"std"	0.141866689392982	-0.960899845614035	-0.290023550315789
14	"WALKING"	"Y"	"std"	-0.0536126686650847	-0.954455935762712	-0.0148392604279661
15	"WALKING"	"Y"	"std"	0.138912923691296	-0.971056501481481	-0.420865007777778
16	"WALKING"	"Y"	"std"	-0.314569762352941	-0.973784841960784	-0.612593634117647
17	"WALKING"	"Y"	"std"	-0.0175797885542623	-0.968613202622951	-0.454932903934426
18	"WALKING"	"Y"	"std"	-0.227005874892857	-0.975311658928571	-0.496431539642857
19	"WALKING"	"Y"	"std"	0.181801561185577	-0.958651200384615	-0.114406108840577
20	"WALKING"	"Y"	"std"	0.489771808627451	-0.962003383529412	0.0858321519372549
21	"WALKING"	"Y"	"std"	0.0540880509209615	-0.964144520576923	-0.397892316730769
22	"WALKING"	"Y"	"std"	0.100384246321739	-0.963639340217391	-0.486322106521739
23	"WALKING"	"Y"	"std"	-0.119020586510678	-0.966550706949153	0.25945722920339
24	"WALKING"	"Y"	"std"	-0.154127498163793	-0.962578844310345	-0.487166280172414
25	"WALKING"	"Y"	"std"	-0.161852411581081	-0.965093441081081	-0.604032097432432
26	"WALKING"	"Y"	"std"	-0.136351391645763	-0.969040314237288	-0.57573544779661
27	"WALKING"	"Y"	"std"	-0.187301214964912	-0.973792999824561	-0.529865057894737
28	"WALKING"	"Y"	"std"	-0.117886186425926	-0.968780859814815	-0.497684006666667
29	"WALKING"	"Y"	"std"	-0.0917540612869811	-0.975272848113208	-0.181802636566038
30	"WALKING"	"Y"	"std"	-0.173550021692308	-0.970176562153846	0.00600277892
1	"WALKING_UPSTAIRS"	"Y"	"std"	-0.00232026501698113	-0.952849233207547	0.00410518379811321
2	"WALKING_UPSTAIRS"	"Y"	"std"	0.108027279889583	-0.92376745375	-0.466298336666667
3	"WALKING_UPSTAIRS"	"Y"	"std"	0.0116280813372881	-0.909825953898305	-0.582742845932203
4	"WALKING_UPSTAIRS"	"Y"	"std"	-0.0666899105180769	-0.923376019038462	-0.551185569230769
5	"WALKING_UPSTAIRS"	"Y"	"std"	0.185022459476596	-0.900511719787234	-0.440345826382979
6	"WALKING_UPSTAIRS"	"Y"	"std"	0.189276117327451	-0.912900683137255	-0.315799901607843
7	"WALKING_UPSTAIRS"	"Y"	"std"	-0.32616002254902	-0.939774255490196	-0.572996820784314
8	"WALKING_UPSTAIRS"	"Y"	"std"	0.348768733170732	-0.931032068536585	-0.0666980861414634
9	"WALKING_UPSTAIRS"	"Y"	"std"	-0.302206203816327	-0.901317321632653	-0.400859067959184
10	"WALKING_UPSTAIRS"	"Y"	"std"	-0.00555287692765957	-0.937039417446809	0.0411724668680851
11	"WALKING_UPSTAIRS"	"Y"	"std"	-0.103167501868519	-0.924360832962963	-0.28204453962963
12	"WALKING_UPSTAIRS"	"Y"	"std"	-0.103818259823077	-0.941378352307692	-0.522949798269231
13	"WALKING_UPSTAIRS"	"Y"	"std"	0.104470773801818	-0.922054968727273	-0.403572169636364
14	"WALKING_UPSTAIRS"	"Y"	"std"	0.307195533	-0.907231431296296	0.476518714444444
15	"WALKING_UPSTAIRS"	"Y"	"std"	-0.00406536043541667	-0.927648821458333	-0.3302332351
16	"WALKING_UPSTAIRS"	"Y"	"std"	-0.163732745078431	-0.933657461176471	-0.58638289372549
17	"WALKING_UPSTAIRS"	"Y"	"std"	-0.0131721014395833	-0.91597346625	-0.493044125208333
18	"WALKING_UPSTAIRS"	"Y"	"std"	-0.211155120224138	-0.942056881206897	-0.507297003103448
19	"WALKING_UPSTAIRS"	"Y"	"std"	0.176349922525	-0.9010448505	-0.17263322355
20	"WALKING_UPSTAIRS"	"Y"	"std"	0.15219632835098	-0.92459435372549	-0.104722161186078
21	"WALKING_UPSTAIRS"	"Y"	"std"	0.109787469104255	-0.941523624255319	-0.463136841489362
22	"WALKING_UPSTAIRS"	"Y"	"std"	0.250067523738095	-0.941620221904762	-0.489417908809524
23	"WALKING_UPSTAIRS"	"Y"	"std"	0.0448435785868627	-0.910474557058824	-0.293681861176471
24	"WALKING_UPSTAIRS"	"Y"	"std"	-0.116804488966102	-0.916690779830509	-0.568534124576271
25	"WALKING_UPSTAIRS"	"Y"	"std"	-0.223086808769231	-0.931758272769231	-0.433673383846154
26	"WALKING_UPSTAIRS"	"Y"	"std"	-0.0491726302763636	-0.937858157818182	-0.603097110545455
27	"WALKING_UPSTAIRS"	"Y"	"std"	-0.0950104077	-0.947713378627451	-0.587966800588235
28	"WALKING_UPSTAIRS"	"Y"	"std"	-0.146753877035294	-0.927641087843137	-0.479319521372549
29	"WALKING_UPSTAIRS"	"Y"	"std"	-0.122128287642857	-0.923007798367347	0.0461103045102041
30	"WALKING_UPSTAIRS"	"Y"	"std"	-0.127311157607692	-0.914933936	-0.0840481513184615
1	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.0319359434489796	-0.937018658979592	-0.126349194938775
2	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.262881788951064	-0.940068525531915	-0.415739144893617
3	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.0331503723387755	-0.946094637755102	-0.546740387959184
4	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.21859832499	-0.932066041111111	-0.699453537111111
5	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.0907630761042553	-0.912363420851064	-0.409134149148936
6	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.360164958768542	-0.93357760125	-0.18922957
7	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.138179072734043	-0.952678693617021	-0.29262613606383
8	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.343826273105263	-0.941580934473684	0.0243131207736842
9	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.208310705504762	-0.936306558809524	-0.340765233142857
10	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.00407915363157895	-0.937003823684211	-0.311407525263158
11	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.0708122725543478	-0.926310469565217	-0.495911719565217
12	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.11083534373913	-0.94329842826087	-0.47628774326087
13	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.03212524665	-0.92854437106383	-0.198848161170213
14	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.378870491755556	-0.920725940666667	0.0569902222622222
15	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.186532377428571	-0.925685893571429	-0.37320816
16	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.146993837655319	-0.955487793617021	-0.528329304680851
17	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.0607892037384783	-0.946576675652174	-0.459281989565217
18	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.254214045818182	-0.932962218181818	-0.617230786
19	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.514816445641026	-0.917880864102564	0.0483147743589744
20	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.616937015333333	-0.908577153777778	-0.146794177311111
21	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.301336399711111	-0.940111830666667	-0.353733478222222
22	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.239812250944444	-0.945824352777778	-0.550303216666667
23	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.10825903416963	-0.93901254962963	0.213825552277778
24	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.102607326783636	-0.941478979454546	-0.484673524
25	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.14054060387069	-0.937816011034483	-0.523377914655172
26	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.011629910112	-0.9354258554	-0.4734080504
27	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.0979710029522727	-0.934963993181818	-0.481813367954545
28	"WALKING_DOWNSTAIRS"	"Y"	"std"	0.156496646504348	-0.948404212173913	-0.259368686847826
29	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.12246346700625	-0.91390306375	-0.390460137708333
30	"WALKING_DOWNSTAIRS"	"Y"	"std"	-0.0272628077709677	-0.918678752419355	-0.285392416354839
1	"SITTING"	"Y"	"std"	-0.922618641914894	-0.935517055957447	-0.966473895319149
2	"SITTING"	"Y"	"std"	-0.950704499130435	-0.956750273043478	-0.978919526956522
3	"SITTING"	"Y"	"std"	-0.856617812115385	-0.903923008269231	-0.944854571346154
4	"SITTING"	"Y"	"std"	-0.89022398108	-0.93272710386	-0.9584681204
5	"SITTING"	"Y"	"std"	-0.904335121022727	-0.939942979795454	-0.950064068181818
6	"SITTING"	"Y"	"std"	-0.923682131090909	-0.960875994727273	-0.944130044727273
7	"SITTING"	"Y"	"std"	-0.909454698541667	-0.945436264583333	-0.944124336458333
8	"SITTING"	"Y"	"std"	-0.927331997021739	-0.937462301369565	-0.97150069673913
9	"SITTING"	"Y"	"std"	-0.875141405	-0.94645197	-0.9191882264
10	"SITTING"	"Y"	"std"	-0.917979529962963	-0.935690006481481	-0.984373304814815
11	"SITTING"	"Y"	"std"	-0.921402118113208	-0.949792572075472	-0.982249040188679
12	"SITTING"	"Y"	"std"	-0.92858124	-0.963641979215686	-0.960497127647059
13	"SITTING"	"Y"	"std"	-0.938967741632653	-0.951353064693878	-0.979668456122449
14	"SITTING"	"Y"	"std"	-0.914935703907407	-0.95032266362963	-0.962048191666667
15	"SITTING"	"Y"	"std"	-0.922407162881356	-0.943561411694915	-0.975321519491525
16	"SITTING"	"Y"	"std"	-0.951607872463768	-0.968023206956522	-0.958336595507246
17	"SITTING"	"Y"	"std"	-0.96185862984375	-0.9667201059375	-0.98612868078125
18	"SITTING"	"Y"	"std"	-0.974928131052632	-0.984035479473684	-0.986753343859649
19	"SITTING"	"Y"	"std"	-0.950388943972603	-0.96996981369863	-0.959758309589041
20	"SITTING"	"Y"	"std"	-0.93612270469697	-0.966983534242424	-0.960104508636364
21	"SITTING"	"Y"	"std"	-0.966877560941176	-0.979355363176471	-0.976380487294118
22	"SITTING"	"Y"	"std"	-0.928059133795645	-0.954225015274194	-0.950173478548387
23	"SITTING"	"Y"	"std"	-0.934933559264706	-0.960917426323529	-0.948109526029412
24	"SITTING"	"Y"	"std"	-0.956255962058824	-0.971692544705882	-0.977954005147059
25	"SITTING"	"Y"	"std"	-0.947457617061538	-0.963415016923077	-0.981193501846154
26	"SITTING"	"Y"	"std"	-0.94079896551282	-0.949286700807692	-0.973444813846154
27	"SITTING"	"Y"	"std"	-0.971579125714286	-0.982553336571429	-0.982067465142857
28	"SITTING"	"Y"	"std"	-0.939905244861111	-0.971766352361111	-0.956316505972222
29	"SITTING"	"Y"	"std"	-0.963222497833333	-0.973604289833333	-0.988334019666667
30	"SITTING"	"Y"	"std"	-0.937857000806452	-0.959361306774194	-0.976477561935484
1	"STANDING"	"Y"	"std"	-0.973190056415094	-0.981225957924528	-0.98773444
2	"STANDING"	"Y"	"std"	-0.957304989259259	-0.97419442037037	-0.971441996481481
3	"STANDING"	"Y"	"std"	-0.893449307213115	-0.957425321803279	-0.927788618196721
4	"STANDING"	"Y"	"std"	-0.86159737875	-0.917613464821429	-0.949227146964286
5	"STANDING"	"Y"	"std"	-0.869439913392857	-0.931973943392857	-0.933738104107143
6	"STANDING"	"Y"	"std"	-0.921493191754386	-0.96844910122807	-0.94248658631579
7	"STANDING"	"Y"	"std"	-0.923400921886792	-0.966162998679245	-0.949646946792453
8	"STANDING"	"Y"	"std"	-0.938479429074074	-0.958904114074074	-0.969421045555556
9	"STANDING"	"Y"	"std"	-0.938635759333333	-0.972573867555556	-0.946046640444444
10	"STANDING"	"Y"	"std"	-0.919561843409091	-0.975410724090909	-0.958861164090909
11	"STANDING"	"Y"	"std"	-0.964173331702128	-0.981047828723404	-0.994210471914894
12	"STANDING"	"Y"	"std"	-0.923140254098361	-0.970482614590164	-0.941469207540984
13	"STANDING"	"Y"	"std"	-0.949422439473684	-0.974681225789474	-0.971721755964912
14	"STANDING"	"Y"	"std"	-0.928525725333333	-0.965781048333333	-0.9462806205
15	"STANDING"	"Y"	"std"	-0.931900148301887	-0.965687978301887	-0.971332584339623
16	"STANDING"	"Y"	"std"	-0.960298267692308	-0.980552435769231	-0.980110277307692
17	"STANDING"	"Y"	"std"	-0.968176663717949	-0.975810476025641	-0.985121164615385
18	"STANDING"	"Y"	"std"	-0.95422343630137	-0.981335941917808	-0.980417134246575
19	"STANDING"	"Y"	"std"	-0.944430270684931	-0.971426607808219	-0.96957632369863
20	"STANDING"	"Y"	"std"	-0.87541041109589	-0.957462721369863	-0.903913940684931
21	"STANDING"	"Y"	"std"	-0.943601625393258	-0.977681415955056	-0.955979192696629
22	"STANDING"	"Y"	"std"	-0.922693288412698	-0.971080742857143	-0.964714672857143
23	"STANDING"	"Y"	"std"	-0.9584444925	-0.984818648823529	-0.948074760882353
24	"STANDING"	"Y"	"std"	-0.936871974347826	-0.968155388695652	-0.967298518695652
25	"STANDING"	"Y"	"std"	-0.954569225945946	-0.980642970675676	-0.976757621081081
